timestamp_ms,dt_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll_deg,pitch_deg,yaw_deg,gyro_bias_x,gyro_bias_y,gyro_bias_z,accel_bias_x,accel_bias_y,accel_bias_z,raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,raw_baro_alt,raw_tof,raw_flow_squal,raw_flow_dx,raw_flow_dy,dev_pos_x,dev_pos_y,dev_pos_z,dev_vel_x,dev_vel_y,dev_vel_z,dev_roll_deg,dev_pitch_deg,dev_yaw_deg
11134,11.0,0.000107,0.000076,-0.030482,-0.000771,0.002619,0.026072,-0.8267,-0.7646,0.0030,0.00001131,0.00001016,-0.00184470,-0.00003235,-0.00009870,0.00300354,-0.1416,0.1817,-9.7300,-0.002497,-0.004544,-0.002733,36.5268,0.0310,90,0,0,0.000280,0.000299,-0.030900,-0.000475,0.002254,0.012557,-0.9773,-0.8999,0.1864
11145,11.0,0.000060,0.000087,-0.030191,-0.001070,0.002470,0.026907,-0.8623,-0.7894,0.0031,0.00001332,0.00001161,-0.00184470,-0.00002052,-0.00009718,0.00300316,-0.1630,0.1708,-9.7230,-0.003050,-0.001391,-0.000811,36.5268,0.0320,84,0,2,0.000287,0.000306,-0.030770,-0.000373,0.002322,0.013334,-0.9774,-0.9012,0.1864
11156,11.0,0.000068,0.000095,-0.031204,-0.001127,0.002541,0.011835,-0.8685,-0.7950,0.0026,0.00001329,0.00001158,-0.00184470,0.00002443,-0.00014536,0.00825856,-0.1626,0.1596,-9.7401,-0.003113,-0.001969,-0.003773,36.5268,0.0320,91,0,0,0.000251,0.000320,-0.031401,-0.000467,0.002319,0.005507,-0.9799,-0.9038,0.1877
11167,11.0,0.000074,0.000105,-0.031069,-0.001001,0.002421,0.012592,-0.8881,-0.8139,0.0025,0.00001474,0.00001303,-0.00184470,0.00002174,-0.00014277,0.00825817,-0.1627,0.1685,-9.7269,-0.002984,0.000796,-0.002456,36.5268,0.0320,89,0,0,0.000258,0.000327,-0.031342,-0.000448,0.002260,0.006158,-0.9794,-0.9072,0.1873
11178,11.0,0.000082,0.000114,-0.030918,-0.001133,0.002497,0.013490,-0.8906,-0.8151,0.0024,0.00001476,0.00001305,-0.00184470,0.00001465,-0.00013600,0.00820567,-0.1635,0.1795,-9.7177,-0.003476,-0.001675,-0.000948,36.5268,0.0320,89,0,0,0.000266,0.000335,-0.031267,-0.000519,0.002204,0.006991,-0.9806,-0.9066,0.1870
11189,11.0,0.000088,0.000097,-0.031480,-0.000998,0.002203,0.005921,-0.9070,-0.8309,0.0025,0.00001601,0.00001446,-0.00184470,0.00006327,-0.00017969,0.01276490,-0.1433,0.1685,-9.7321,-0.002290,-0.001165,-0.002104,36.5268,0.0320,85,1,0,0.000281,0.000351,-0.031652,-0.000570,0.002106,0.003066,-0.9868,-0.9070,0.3870
11201,12.0,0.000068,0.000108,-0.031398,-0.001180,0.002314,0.006792,-0.9096,-0.8312,0.0021,0.00001603,0.00001446,-0.00184470,0.00006506,-0.00017287,0.01271526,-0.1426,0.1719,-9.7372,-0.003704,-0.000712,-0.004264,36.5268,0.0320,93,0,1,0.000288,0.000334,-0.031610,-0.000515,0.001985,0.003799,-0.9889,-0.9049,0.3863
11212,11.0,0.000075,0.000117,-0.031319,-0.001076,0.002235,0.007546,-0.9253,-0.8378,0.0019,0.00001799,0.00001523,-0.00184470,0.00005948,-0.00017187,0.01271484,-0.1538,0.1905,-9.7163,-0.001137,-0.001745,-0.002131,36.5268,0.0330,89,0,0,0.000270,0.000341,-0.031569,-0.000471,0.002054,0.004401,-0.9901,-0.9035,0.3850
11223,11.0,0.000083,0.000125,-0.032226,-0.001022,0.002372,-0.003331,-0.9294,-0.8414,0.0015,0.00001796,0.00001520,-0.00184470,0.00015629,-0.00027780,0.02106777,-0.1640,0.1996,-9.7186,-0.001308,-0.003288,-0.001210,36.5268,0.0330,95,0,0,0.000286,0.000357,-0.032452,-0.000481,0.001998,-0.004315,-0.9952,-0.9026,0.3845
11234,11.0,0.000145,0.000163,-0.032259,-0.000644,0.002445,-0.002678,-0.9434,-0.8489,0.0014,0.00002017,0.00001607,-0.00184469,0.00012879,-0.00028831,0.02106724,-0.1483,0.1638,-9.7346,-0.004831,-0.002037,0.000968,36.5268,0.0330,83,-1,-2,0.000293,0.000365,-0.032492,-0.000477,0.001999,-0.003589,-0.9986,-0.9056,0.3852
