timestamp_ms,dt_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll_deg,pitch_deg,yaw_deg,gyro_bias_x,gyro_bias_y,gyro_bias_z,accel_bias_x,accel_bias_y,accel_bias_z,raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,raw_baro_alt,raw_tof,raw_flow_squal,raw_flow_dx,raw_flow_dy,dev_pos_x,dev_pos_y,dev_pos_z,dev_vel_x,dev_vel_y,dev_vel_z,dev_roll_deg,dev_pitch_deg,dev_yaw_deg
15355,11.0,0.003227,0.002653,-0.030427,0.004513,-0.003183,0.007133,-1.0954,-0.9697,-0.0095,-0.00220739,-0.00153384,-0.00183935,-0.00036833,0.00021773,0.06319293,-0.1554,0.1743,-9.7128,-0.001078,-0.002320,0.000869,36.4000,0.0300,89,-1,0,0.003960,0.003879,-0.030481,0.001620,-0.000061,0.007290,-1.0424,-0.9243,0.0713
15366,11.0,0.003263,0.002687,-0.031238,0.004550,-0.003143,-0.002826,-1.0931,-0.9693,-0.0084,-0.00221648,-0.00153775,-0.00183934,-0.00035876,0.00020876,0.06514096,-0.1684,0.1672,-9.7055,-0.001735,-0.000601,-0.001419,36.4000,0.0320,86,-1,-1,0.003974,0.003939,-0.030267,0.001728,0.000155,0.008552,-1.0426,-0.9221,0.0733
15377,11.0,0.003300,0.002722,-0.031226,0.004624,-0.003166,-0.002064,-1.0924,-0.9690,-0.0084,-0.00221963,-0.00153838,-0.00183913,-0.00035531,0.00018772,0.06504659,-0.1474,0.1633,-9.7309,-0.003294,-0.000685,-0.004202,36.4000,0.0320,86,-1,-1,0.004007,0.003971,-0.031220,0.001716,0.000235,-0.002483,-1.0424,-0.9212,0.0731
15388,11.0,0.003336,0.002729,-0.031247,0.004659,-0.003144,-0.001822,-1.0917,-0.9680,-0.0083,-0.00222495,-0.00154181,-0.00183905,-0.00037559,0.00020514,0.06504717,-0.1556,0.1981,-9.7313,-0.004060,-0.000426,-0.001227,36.4000,0.0320,89,0,-1,0.004073,0.004011,-0.031267,0.001818,0.000200,-0.002172,-1.0441,-0.9197,0.1068
15400,12.0,0.003375,0.002733,-0.030536,0.004693,-0.003202,0.006817,-1.0918,-0.9674,-0.0084,-0.00222657,-0.00154231,-0.00183896,-0.00039563,0.00022076,0.06346340,-0.1662,0.1634,-9.7230,-0.001802,-0.001384,-0.000775,36.4000,0.0300,90,0,-1,0.004080,0.004018,-0.031219,0.001834,0.000156,-0.001153,-1.0435,-0.9190,0.1059
15411,11.0,0.003384,0.002740,-0.030460,0.004679,-0.003181,0.006921,-1.0914,-0.9653,-0.0088,-0.00223182,-0.00154778,-0.00183894,-0.00041374,0.00023776,0.06346393,-0.1454,0.1783,-9.7518,-0.003738,0.003683,-0.003399,36.4000,0.0300,93,0,0,0.004119,0.004031,-0.030379,0.001743,0.000146,0.007549,-1.0432,-0.9176,0.1043
15422,11.0,0.003341,0.002747,-0.030329,0.004571,-0.003159,0.007622,-1.0917,-0.9636,-0.0088,-0.00223367,-0.00155197,-0.00183920,-0.00038525,0.00022595,0.06334297,-0.1454,0.1765,-9.7466,-0.002510,-0.001441,-0.003050,36.4000,0.0300,92,0,2,0.004126,0.004038,-0.030304,0.001751,0.000152,0.007556,-1.0437,-0.9156,0.1037
15433,11.0,0.003377,0.002754,-0.031194,0.004665,-0.003146,-0.003227,-1.0906,-0.9616,-0.0098,-0.00223964,-0.00155782,-0.00183895,-0.00039155,0.00020925,0.06538585,-0.1368,0.1793,-9.7337,-0.001296,-0.001220,-0.004731,36.3656,0.0320,92,0,-1,0.004086,0.004045,-0.030228,0.001685,0.000116,0.007545,-1.0434,-0.9148,0.1031
15443,10.0,0.003354,0.002682,-0.031176,0.004656,-0.003290,-0.002637,-1.0912,-0.9607,-0.0102,-0.00223786,-0.00156090,-0.00183942,-0.00037119,0.00022373,0.06527415,-0.1633,0.1978,-9.7379,-0.003422,-0.004230,-0.001804,36.3656,0.0320,88,3,1,0.004102,0.003983,-0.031239,0.001726,-0.000056,-0.003751,-1.0432,-0.9145,0.1011
15454,11.0,0.003390,0.002716,-0.031205,0.004743,-0.003121,-0.002640,-1.0905,-0.9602,-0.0114,-0.00224119,-0.00156616,-0.00183882,-0.00040748,0.00020489,0.06527432,-0.1507,0.1894,-9.7502,-0.000792,-0.002103,-0.001267,36.3656,0.0320,87,-1,-1,0.004135,0.004014,-0.031208,0.001792,0.000164,-0.002886,-1.0442,-0.9150,0.0999
15465,11.0,0.003345,0.002722,-0.031064,0.004685,-0.003019,-0.000638,-1.0896,-0.9598,-0.0111,-0.00224288,-0.00157035,-0.00183910,-0.00038239,0.00019828,0.06490730,-0.1380,0.1804,-9.7332,0.000730,-0.000564,0.000910,36.3656,0.0310,92,0,2,0.004167,0.004046,-0.031237,0.001900,0.000318,-0.002894,-1.0430,-0.9151,0.0999
15476,11.0,0.003354,0.002728,-0.031071,0.004673,-0.002915,-0.000560,-1.0888,-0.9594,-0.0110,-0.00224439,-0.00157577,-0.00183880,-0.00040107,0.00018449,0.06490729,-0.1570,0.1807,-9.7191,-0.001864,-0.003164,-0.002020,36.3656,0.0310,97,0,0,0.004133,0.004060,-0.031056,0.001909,0.000111,-0.000114,-1.0401,-0.9142,0.1006
15487,11.0,0.003362,0.002735,-0.031011,0.004747,-0.002881,0.000305,-1.0880,-0.9590,-0.0106,-0.00224605,-0.00157765,-0.00183885,-0.00038937,0.00017464,0.06476109,-0.1443,0.1715,-9.7382,-0.003119,0.000218,-0.002884,36.3656,0.0310,82,0,0,0.004140,0.004066,-0.031057,0.001945,0.000174,0.000037,-1.0389,-0.9152,0.0138
15498,11.0,0.003371,0.002742,-0.030998,0.004752,-0.002855,0.000488,-1.0868,-0.9575,-0.0105,-0.00225037,-0.00158368,-0.00183872,-0.00041426,0.00018775,0.06474243,-0.1599,0.1753,-9.7507,-0.002331,-0.000004,-0.001455,36.3656,0.0310,82,0,0,0.004147,0.004073,-0.030971,0.001979,0.000164,0.001034,-1.0387,-0.9142,0.0132
15509,11.0,0.003406,0.002775,-0.030941,0.004834,-0.002747,0.001231,-1.0866,-0.9572,-0.0112,-0.00225313,-0.00158442,-0.00183855,-0.00041017,0.00016943,0.06462927,-0.1494,0.1954,-9.7136,-0.003013,-0.002301,-0.004287,36.3656,0.0310,92,-1,-1,0.004162,0.004086,-0.030971,0.001961,0.000207,0.000916,-1.0381,-0.9131,0.0145
15520,11.0,0.003415,0.002782,-0.030927,0.004823,-0.002697,0.001332,-1.0858,-0.9559,-0.0115,-0.00225630,-0.00158995,-0.00183840,-0.00042984,0.00017297,0.06462959,-0.1511,0.1792,-9.7308,0.001072,-0.002268,0.000335,36.3656,0.0310,88,0,0,0.004194,0.004117,-0.030893,0.002034,0.000411,0.001936,-1.0391,-0.9129,0.0131
15531,11.0,0.003424,0.002815,-0.030915,0.004793,-0.002589,0.001410,-1.0853,-0.9557,-0.0114,-0.00225897,-0.00159184,-0.00183836,-0.00041555,0.00015288,0.06463608,-0.1648,0.1737,-9.7323,-0.004564,-0.002567,-0.000636,36.3656,0.0310,85,-1,0,0.004201,0.004123,-0.030873,0.002053,0.000434,0.002099,-1.0376,-0.9123,0.0136
15542,11.0,0.003433,0.002821,-0.030898,0.004762,-0.002555,0.001611,-1.0848,-0.9552,-0.0115,-0.00226251,-0.00159662,-0.00183832,-0.00042925,0.00016136,0.06463640,-0.1482,0.1659,-9.7203,-0.003501,-0.001693,-0.003027,36.3656,0.0310,87,0,0,0.004217,0.004185,-0.030872,0.001882,0.000580,0.002031,-1.0379,-0.9128,0.0145
15553,11.0,0.003442,0.002855,-0.030813,0.004717,-0.002541,0.002575,-1.0846,-0.9551,-0.0110,-0.00226512,-0.00159843,-0.00183828,-0.00041766,0.00014443,0.06449127,-0.1666,0.1702,-9.7237,-0.003162,-0.000700,-0.000446,36.3656,0.0310,90,-1,0,0.004224,0.004192,-0.030850,0.001949,0.000531,0.002279,-1.0378,-0.9122,0.0135
15564,11.0,0.003451,0.002862,-0.030896,0.004637,-0.002562,0.001442,-1.0842,-0.9544,-0.0107,-0.00227065,-0.00160124,-0.00183860,-0.00041046,0.00016675,0.06472743,-0.1602,0.1761,-9.7371,-0.001972,-0.000336,-0.003744,36.3656,0.0310,85,0,0,0.004240,0.004229,-0.030707,0.001833,0.000556,0.003522,-1.0362,-0.9122,0.0139
15576,12.0,0.003465,0.002866,-0.030832,0.004573,-0.002628,0.002219,-1.0846,-0.9541,-0.0107,-0.00227215,-0.00160298,-0.00183865,-0.00039882,0.00015715,0.06462809,-0.1644,0.1765,-9.7105,-0.003780,-0.003533,-0.000871,36.3894,0.0310,89,0,0,0.004247,0.004237,-0.030877,0.001823,0.000528,0.001435,-1.0358,-0.9115,0.0126
15587,11.0,0.003474,0.002847,-0.030806,0.004459,-0.002702,0.002511,-1.0836,-0.9540,-0.0104,-0.00227610,-0.00160439,-0.00183915,-0.00038400,0.00018751,0.06462836,-0.1663,0.1689,-9.6927,0.001070,-0.002550,-0.003798,36.3894,0.0310,88,1,0,0.004263,0.004226,-0.030788,0.001659,0.000365,0.002583,-1.0344,-0.9124,-0.0126
15599,12.0,0.003488,0.002851,-0.030858,0.004339,-0.002651,0.001862,-1.0829,-0.9541,-0.0113,-0.00227763,-0.00160606,-0.00183919,-0.00036879,0.00017266,0.06480437,-0.1681,0.2051,-9.7213,-0.001864,-0.002023,-0.004141,36.3894,0.0310,91,0,0,0.004295,0.004233,-0.030683,0.001651,0.000308,0.003661,-1.0338,-0.9123,-0.0125
15609,10.0,0.003519,0.002833,-0.030838,0.004299,-0.002662,0.002194,-1.0818,-0.9549,-0.0116,-0.00227950,-0.00160630,-0.00183937,-0.00036287,0.00018403,0.06480446,-0.1588,0.1689,-9.7114,0.000452,-0.003423,-0.002387,36.3894,0.0310,88,1,-1,0.004303,0.004238,-0.030855,0.001540,0.000512,0.001642,-1.0334,-0.9123,-0.0138
15620,11.0,0.003475,0.002840,-0.030755,0.004046,-0.002631,0.003135,-1.0806,-0.9546,-0.0121,-0.00228098,-0.00161002,-0.00183965,-0.00033680,0.00017468,0.06468134,-0.1678,0.1744,-9.7472,-0.002754,-0.000640,-0.002110,36.3894,0.0310,96,0,2,0.004366,0.004204,-0.030763,0.001701,0.000423,0.002764,-1.0331,-0.9102,-0.0148
15632,12.0,0.003488,0.002844,-0.030866,0.003988,-0.002566,0.001601,-1.0798,-0.9546,-0.0129,-0.00228323,-0.00161253,-0.00183963,-0.00033050,0.00016539,0.06498954,-0.1444,0.1799,-9.7314,-0.002601,-0.002583,-0.003272,36.3894,0.0310,89,0,0,0.004325,0.004211,-0.030874,0.001445,0.000417,0.001266,-1.0326,-0.9108,-0.0149
15643,11.0,0.003443,0.002851,-0.030803,0.003818,-0.002615,0.002266,-1.0796,-0.9547,-0.0134,-0.00228469,-0.00161613,-0.00183990,-0.00030489,0.00015568,0.06489343,-0.1630,0.1645,-9.7297,-0.004210,-0.003680,-0.003842,36.3894,0.0310,87,0,2,0.004292,0.004224,-0.030800,0.001397,0.000319,0.001694,-1.0322,-0.9099,-0.0151
15654,11.0,0.003452,0.002857,-0.030778,0.003770,-0.002619,0.002372,-1.0788,-0.9550,-0.0134,-0.00228934,-0.00161874,-0.00184008,-0.00030725,0.00017581,0.06489379,-0.1606,0.1731,-9.7226,-0.000029,-0.004796,0.000089,36.4237,0.0310,87,0,0,0.004300,0.004231,-0.030729,0.001254,0.000236,0.002471,-1.0324,-0.9104,-0.0169
15665,11.0,0.003513,0.002864,-0.030854,0.003900,-0.002633,0.001325,-1.0786,-0.9561,-0.0142,-0.00229082,-0.00161796,-0.00183984,-0.00030949,0.00016093,0.06510669,-0.1575,0.1822,-9.7346,-0.002763,-0.001380,-0.004181,36.4237,0.0310,87,0,-2,0.004307,0.004237,-0.030703,0.001157,0.000201,0.002646,-1.0308,-0.9119,-0.0159
15676,11.0,0.003522,0.002844,-0.030839,0.003849,-0.002733,0.001471,-1.0775,-0.9564,-0.0145,-0.00229539,-0.00162056,-0.00184023,-0.00031172,0.00019881,0.06510738,-0.1559,0.1563,-9.7287,-0.001238,-0.001721,-0.003905,36.4237,0.0310,89,1,0,0.004371,0.004226,-0.030829,0.001166,0.000123,0.001290,-1.0297,-0.9126,-0.0181
15687,11.0,0.003531,0.002851,-0.030776,0.003806,-0.002779,0.002142,-1.0767,-0.9565,-0.0148,-0.00229690,-0.00162191,-0.00184023,-0.00030288,0.00018888,0.06501122,-0.1655,0.1741,-9.7331,-0.001903,-0.000549,-0.001259,36.4237,0.0310,95,0,0,0.004378,0.004209,-0.030815,0.001198,-0.000113,0.001395,-1.0288,-0.9123,-0.0422
15698,11.0,0.003540,0.002858,-0.031423,0.003742,-0.002745,-0.005527,-1.0763,-0.9562,-0.0153,-0.00230062,-0.00162385,-0.00184036,-0.00027547,0.00017216,0.06639051,-0.1674,0.1936,-9.7491,-0.004853,-0.002482,-0.001868,36.4237,0.0320,95,0,0,0.004386,0.004216,-0.030801,0.001184,-0.000083,0.001519,-1.0285,-0.9128,-0.0427
15709,11.0,0.003549,0.002866,-0.031439,0.003666,-0.002824,-0.004932,-1.0764,-0.9557,-0.0155,-0.00230215,-0.00162511,-0.00184035,-0.00026724,0.00016198,0.06629540,-0.1650,0.1488,-9.7295,-0.003259,0.000127,-0.001518,36.3894,0.0320,95,0,0,0.004376,0.004229,-0.031543,0.001098,-0.000209,-0.005815,-1.0290,-0.9129,-0.0429
15720,11.0,0.003558,0.002901,-0.031493,0.003575,-0.002753,-0.004889,-1.0760,-0.9551,-0.0154,-0.00230798,-0.00162583,-0.00184059,-0.00025312,0.00017346,0.06629533,-0.1640,0.1723,-9.7356,-0.004076,-0.000582,-0.004289,36.3894,0.0320,90,-1,0,0.004384,0.004237,-0.031541,0.001072,-0.000374,-0.005007,-1.0293,-0.9121,-0.0426
15731,11.0,0.003594,0.002935,-0.031211,0.003590,-0.002723,-0.000913,-1.0769,-0.9547,-0.0157,-0.00231045,-0.00162597,-0.00184036,-0.00026328,0.00016648,0.06560792,-0.1487,0.1734,-9.7123,-0.005027,-0.001066,-0.000372,36.3894,0.0310,94,-1,-1,0.004392,0.004269,-0.031591,0.000993,-0.000397,-0.004916,-1.0287,-0.9122,-0.0432
15742,11.0,0.003629,0.002942,-0.031220,0.003612,-0.002754,-0.000786,-1.0770,-0.9543,-0.0152,-0.00231609,-0.00162714,-0.00184053,-0.00027255,0.00019691,0.06560858,-0.1606,0.1797,-9.7429,-0.004183,-0.003899,0.000804,36.3894,0.0310,92,0,-1,0.004455,0.004329,-0.031215,0.001135,-0.000204,0.000128,-1.0275,-0.9148,-0.0439
15753,11.0,0.003638,0.002949,-0.031170,0.003617,-0.002771,-0.000005,-1.0777,-0.9541,-0.0147,-0.00231756,-0.00162837,-0.00184052,-0.00026497,0.00018758,0.06548683,-0.1497,0.1712,-9.7414,-0.002239,-0.001294,-0.000518,36.3894,0.0310,91,0,0,0.004487,0.004335,-0.031214,0.001189,-0.000208,0.000183,-1.0282,-0.9157,-0.0430
15764,11.0,0.003647,0.002955,-0.031614,0.003614,-0.002773,-0.005020,-1.0780,-0.9540,-0.0137,-0.00232238,-0.00163204,-0.00184054,-0.00026495,0.00019275,0.06639133,-0.1569,0.1643,-9.7297,-0.005455,-0.004060,-0.000885,36.3894,0.0320,91,0,0,0.004502,0.004347,-0.031126,0.001072,-0.000100,0.001072,-1.0283,-0.9177,-0.0446
15775,11.0,0.003655,0.002962,-0.031625,0.003590,-0.002797,-0.004455,-1.0790,-0.9545,-0.0125,-0.00232384,-0.00163324,-0.00184053,-0.00025711,0.00018290,0.06629723,-0.1671,0.1794,-9.7374,-0.005284,-0.002092,0.000864,36.3894,0.0320,89,0,0,0.004510,0.004354,-0.031638,0.001026,-0.000110,-0.004322,-1.0294,-0.9186,-0.0445
15787,12.0,0.003668,0.002967,-0.031678,0.003566,-0.002791,-0.004331,-1.0794,-0.9542,-0.0116,-0.00232793,-0.00163595,-0.00184060,-0.00026355,0.00019799,0.06629757,-0.1562,0.1839,-9.7134,-0.002961,-0.000107,-0.002163,36.3894,0.0320,89,0,0,0.004518,0.004360,-0.031681,0.000965,-0.000076,-0.004284,-1.0306,-0.9186,-0.0437
15798,11.0,0.003677,0.002947,-0.031300,0.003527,-0.002844,0.000664,-1.0806,-0.9544,-0.0108,-0.00232824,-0.00163711,-0.00184071,-0.00026896,0.00020974,0.06544406,-0.1597,0.1824,-9.7367,-0.003681,-0.003072,-0.000783,36.4475,0.0310,86,1,0,0.004484,0.004374,-0.031713,0.000903,0.000043,-0.003361,-1.0318,-0.9166,-0.0454
15809,11.0,0.003685,0.002926,-0.031292,0.003470,-0.002827,0.000774,-1.0813,-0.9542,-0.0103,-0.00232906,-0.00163883,-0.00184078,-0.00026583,0.00021040,0.06544400,-0.1617,0.1886,-9.7386,-0.002445,-0.001998,-0.002355,36.4475,0.0310,88,1,0,0.004491,0.004356,-0.031289,0.000865,0.000011,0.001535,-1.0329,-0.9174,-0.0450
15820,11.0,0.003720,0.002986,-0.031246,0.003573,-0.002631,0.001365,-1.0810,-0.9545,-0.0103,-0.00233252,-0.00163898,-0.00184042,-0.00026546,0.00018476,0.06536728,-0.1348,0.1726,-9.7214,-0.001714,-0.003128,-0.000026,36.4475,0.0310,88,-2,-1,0.004506,0.004320,-0.031224,0.000852,0.000035,0.002012,-1.0335,-0.9171,-0.0472
15831,11.0,0.003729,0.002993,-0.031644,0.003569,-0.002541,-0.003280,-1.0809,-0.9548,-0.0101,-0.00233397,-0.00164251,-0.00184013,-0.00026585,0.00015991,0.06619380,-0.1612,0.1964,-9.7344,-0.002721,-0.005013,-0.001274,36.4475,0.0320,89,0,0,0.004537,0.004374,-0.031202,0.001039,0.000215,0.002218,-1.0325,-0.9180,-0.0467
15842,11.0,0.003793,0.003027,-0.031651,0.003750,-0.002416,-0.002846,-1.0805,-0.9558,-0.0102,-0.00233632,-0.00164162,-0.00183976,-0.00027339,0.00014274,0.06613493,-0.1528,0.1706,-9.7339,-0.002491,-0.001715,-0.001878,36.4475,0.0320,87,-1,-2,0.004603,0.004412,-0.031665,0.001095,0.000468,-0.002749,-1.0330,-0.9180,-0.0482
15853,11.0,0.003801,0.003034,-0.031682,0.003736,-0.002362,-0.002755,-1.0803,-0.9562,-0.0098,-0.00233847,-0.00164497,-0.00183962,-0.00028555,0.00014254,0.06613509,-0.1724,0.1857,-9.7412,-0.003020,-0.003833,-0.001071,36.4475,0.0320,88,0,0,0.004610,0.004419,-0.031655,0.001042,0.000504,-0.002211,-1.0328,-0.9181,-0.0482
15864,11.0,0.003810,0.003014,-0.031299,0.003715,-0.002396,0.002077,-1.0802,-0.9567,-0.0097,-0.00233863,-0.00164616,-0.00183975,-0.00028966,0.00015566,0.06531131,-0.1464,0.1692,-9.7255,-0.001171,-0.000240,-0.002944,36.4475,0.0310,90,1,0,0.004619,0.004425,-0.031677,0.000907,0.000587,-0.002201,-1.0332,-0.9185,-0.0483
15875,11.0,0.003819,0.003020,-0.031275,0.003693,-0.002392,0.002156,-1.0792,-0.9565,-0.0095,-0.00234230,-0.00164916,-0.00183981,-0.00029884,0.00017110,0.06531170,-0.1549,0.1748,-9.7380,-0.001010,-0.003017,-0.000778,36.4475,0.0310,96,0,0,0.004633,0.004415,-0.031224,0.000951,0.000315,0.002879,-1.0318,-0.9188,-0.0483
15887,12.0,0.003831,0.003025,-0.031211,0.003658,-0.002395,0.002774,-1.0781,-0.9566,-0.0091,-0.00234355,-0.00165036,-0.00183982,-0.00029047,0.00016244,0.06523490,-0.1658,0.1796,-9.7041,0.001246,-0.001353,-0.000672,36.4475,0.0310,95,0,0,0.004616,0.004421,-0.031195,0.000870,0.000344,0.002941,-1.0313,-0.9191,-0.0482
15898,11.0,0.003839,0.003032,-0.031623,0.003636,-0.002372,-0.002140,-1.0765,-0.9562,-0.0092,-0.00234675,-0.00165337,-0.00183982,-0.00028529,0.00015606,0.06611246,-0.1591,0.1832,-9.7353,-0.001921,-0.002961,-0.003420,36.4475,0.0320,95,0,0,0.004624,0.004428,-0.031164,0.000809,0.000365,0.003235,-1.0294,-0.9183,-0.0486
15909,11.0,0.003821,0.003040,-0.031618,0.003490,-0.002433,-0.001690,-1.0757,-0.9563,-0.0087,-0.00234802,-0.00165552,-0.00183995,-0.00026906,0.00014681,0.06605374,-0.1747,0.1458,-9.7460,-0.004033,-0.002624,0.000398,36.4475,0.0320,88,0,1,0.004640,0.004467,-0.031637,0.000608,0.000388,-0.001876,-1.0288,-0.9180,-0.0486
15920,11.0,0.003830,0.003047,-0.031635,0.003404,-0.002481,-0.001531,-1.0743,-0.9561,-0.0079,-0.00235336,-0.00165622,-0.00184044,-0.00025726,0.00017900,0.06605409,-0.1614,0.1610,-9.7213,-0.003020,0.001234,-0.002352,36.4475,0.0320,89,0,0,0.004623,0.004475,-0.031618,0.000464,0.000188,-0.001431,-1.0282,-0.9182,-0.0476
15931,11.0,0.003839,0.003055,-0.031250,0.003314,-0.002558,0.003176,-1.0748,-0.9558,-0.0076,-0.00235460,-0.00165720,-0.00184043,-0.00026193,0.00018326,0.06526350,-0.1670,0.1852,-9.7279,-0.004405,-0.001662,-0.000229,36.3550,0.0310,92,0,0,0.004631,0.004483,-0.031631,0.000370,-0.000007,-0.001184,-1.0294,-0.9166,-0.0481
15942,11.0,0.003821,0.003062,-0.031214,0.003161,-0.002589,0.003319,-1.0746,-0.9553,-0.0065,-0.00235957,-0.00165865,-0.00184101,-0.00024134,0.00021112,0.06526363,-0.1599,0.1836,-9.7202,-0.003110,-0.001730,-0.001970,36.3550,0.0310,89,0,1,0.004646,0.004496,-0.031172,0.000334,0.000145,0.003858,-1.0292,-0.9144,-0.0488
15953,11.0,0.003829,0.003069,-0.031106,0.003136,-0.002521,0.004331,-1.0747,-0.9549,-0.0067,-0.00236084,-0.00165960,-0.00184099,-0.00023590,0.00020339,0.06512073,-0.1509,0.1981,-9.7334,-0.001378,-0.002899,-0.003435,36.3550,0.0310,92,0,0,0.004629,0.004503,-0.031133,0.000292,0.000131,0.004079,-1.0291,-0.9140,-0.0493
15965,12.0,0.003869,0.003045,-0.031567,0.003175,-0.002484,-0.001384,-1.0751,-0.9548,-0.0069,-0.00236072,-0.00166052,-0.00184077,-0.00022919,0.00017832,0.06612223,-0.1608,0.1768,-9.7305,-0.002261,-0.001131,-0.001778,36.3550,0.0320,90,1,-1,0.004669,0.004490,-0.031567,0.000357,0.000370,-0.001340,-1.0280,-0.9143,-0.0482
15976,11.0,0.003905,0.003052,-0.031526,0.003281,-0.002379,-0.000521,-1.0750,-0.9552,-0.0076,-0.00236193,-0.00166050,-0.00184062,-0.00023099,0.00017061,0.06601151,-0.1439,0.1842,-9.7022,-0.003826,-0.003277,-0.003568,36.3550,0.0320,87,0,-1,0.004701,0.004497,-0.031523,0.000417,0.000409,-0.000559,-1.0277,-0.9139,-0.0488
15987,11.0,0.003913,0.003086,-0.031531,0.003269,-0.002225,-0.000290,-1.0747,-0.9554,-0.0082,-0.00236409,-0.00166324,-0.00184027,-0.00024134,0.00015352,0.06601133,-0.1694,0.1769,-9.7139,-0.002331,-0.003660,-0.000298,36.3550,0.0320,90,-1,0,0.004741,0.004534,-0.031529,0.000512,0.000787,-0.000150,-1.0288,-0.9138,-0.0891
15997,10.0,0.003891,0.003096,-0.031724,0.003146,-0.002256,-0.002259,-1.0745,-0.9555,-0.0078,-0.00236528,-0.00166520,-0.00184038,-0.00021919,0.00013698,0.06638651,-0.1735,0.1517,-9.7187,-0.001052,-0.002142,0.000065,36.2969,0.0320,97,0,1,0.004724,0.004541,-0.031744,0.000313,0.000802,-0.002307,-1.0286,-0.9148,-0.0881
16008,11.0,0.003900,0.003103,-0.031748,0.003114,-0.002246,-0.002003,-1.0741,-0.9559,-0.0075,-0.00236853,-0.00166716,-0.00184048,-0.00022316,0.00015068,0.06638680,-0.1503,0.1869,-9.7350,-0.003695,-0.002402,-0.002499,36.2969,0.0320,85,0,0,0.004732,0.004523,-0.031766,0.000176,0.000563,-0.002108,-1.0277,-0.9149,-0.0875
16020,12.0,0.003912,0.003136,-0.031677,0.003043,-0.002216,-0.000670,-1.0740,-0.9562,-0.0072,-0.00237065,-0.00166804,-0.00184035,-0.00021879,0.00013678,0.06619941,-0.1637,0.1788,-9.7201,-0.003669,-0.000888,-0.001993,36.2969,0.0320,88,-1,0,0.004748,0.004536,-0.031701,0.000085,0.000592,-0.000738,-1.0285,-0.9161,-0.0887
16030,10.0,0.003918,0.003145,-0.031849,0.003022,-0.002216,-0.002413,-1.0734,-0.9555,-0.0074,-0.00237446,-0.00167028,-0.00184046,-0.00022120,0.00015065,0.06652255,-0.1439,0.1722,-9.7211,-0.002784,0.000346,-0.004874,36.2969,0.0320,92,0,0,0.004756,0.004568,-0.031876,0.000094,0.000698,-0.002462,-1.0289,-0.9163,-0.0886
16041,11.0,0.003954,0.003180,-0.031804,0.003139,-0.002133,-0.001393,-1.0738,-0.9553,-0.0083,-0.00237654,-0.00167020,-0.00184020,-0.00022385,0.00013633,0.06638052,-0.1557,0.1721,-9.7222,-0.003819,-0.002024,-0.002436,36.2969,0.0320,88,-1,-1,0.004763,0.004575,-0.031825,0.000195,0.000738,-0.001495,-1.0288,-0.9152,-0.0902
16052,11.0,0.003990,0.003187,-0.031818,0.003257,-0.002109,-0.001216,-1.0740,-0.9544,-0.0099,-0.00237919,-0.00167339,-0.00183981,-0.00025933,0.00014551,0.06638123,-0.1348,0.1851,-9.7359,-0.004216,-0.003031,-0.005998,36.2969,0.0320,90,0,-1,0.004828,0.004614,-0.031735,0.000364,0.000802,0.000061,-1.0300,-0.9158,-0.0923
16064,12.0,0.004001,0.003192,-0.031863,0.003418,-0.002135,-0.001410,-1.0744,-0.9546,-0.0110,-0.00238028,-0.00167442,-0.00183982,-0.00024984,0.00013540,0.06644145,-0.1411,0.1710,-9.7292,-0.002428,-0.004324,-0.000044,36.2969,0.0320,85,0,0,0.004860,0.004620,-0.031886,0.000553,0.000874,-0.001550,-1.0312,-0.9154,-0.0945
16075,11.0,0.004010,0.003199,-0.031878,0.003496,-0.002145,-0.001295,-1.0742,-0.9543,-0.0116,-0.00238382,-0.00167970,-0.00183954,-0.00028827,0.00015464,0.06644238,-0.1481,0.1642,-9.7349,-0.002370,-0.002568,-0.001139,36.2388,0.0320,89,0,0,0.004867,0.004627,-0.031901,0.000655,0.000887,-0.001436,-1.0321,-0.9158,-0.0940
16086,11.0,0.004018,0.003179,-0.031778,0.003602,-0.002252,0.000184,-1.0747,-0.9549,-0.0117,-0.00238394,-0.00168077,-0.00183967,-0.00028315,0.00015752,0.06621710,-0.1629,0.1724,-9.7164,-0.003597,-0.001403,-0.001645,36.2388,0.0320,91,1,0,0.004882,0.004640,-0.031800,0.000712,0.000798,-0.000003,-1.0317,-0.9163,-0.1146
16097,11.0,0.004026,0.003159,-0.031892,0.003583,-0.002358,-0.001001,-1.0742,-0.9547,-0.0105,-0.00238741,-0.00168349,-0.00183998,-0.00028944,0.00018843,0.06644151,-0.1731,0.1703,-9.7265,-0.002790,-0.000817,0.001646,36.2388,0.0320,91,1,0,0.004890,0.004623,-0.031619,0.000679,0.000732,0.002180,-1.0323,-0.9159,-0.1150
16108,11.0,0.003980,0.003139,-0.031815,0.003347,-0.002485,0.000209,-1.0741,-0.9540,-0.0093,-0.00238763,-0.00168639,-0.00184035,-0.00026831,0.00018920,0.06626842,-0.1781,0.1757,-9.7227,-0.000386,-0.000748,-0.000677,36.2388,0.0320,88,1,2,0.004906,0.004586,-0.031853,0.000429,0.000826,-0.000286,-1.0341,-0.9142,-0.1131
